no,musisi,judul_lagu,lirik_lagu,label_emosi
281,Hindia,hated in the Nation,"Can only sing these songs in English
Unless I wanna sleep with the fishes
Saudara sedarah menangis
A little space for things to say
That got me","Sedih, Takut"
282,Hindia,hated in the Nation,"Oh, hated in the nation
I know I'll be
Oh, hated, hated, hated
Hated in the nation","Sedih, Marah"
283,Hindia,betty,"Today I hope that I get better
So I can love you more
So I can hear you more
Today I hope that I get better
Today I hope my heart gets stronger
Hmm","Cinta, Senang, Sedih"
284,Hindia,betty,"Today I hope my smile gets wider
So I can finally say
That I'm doing okay
Today I hope that you fly higher
Somehow I know that you'll be fine","Cinta, Senang"
285,Hindia,betty,"Oh
Rebahlah tubuhmu
Pejamkan mata
Oh
Percayalah tubuhmu
Penuh cahaya","Cinta, Senang"
286,Hindia,betty,"Today I realized through this song
That you were talking through me
Always been talking through me
Baby you were always our angel
Someday I hope seeing your picture
Won't be so painful","Cinta, Sedih"
287,Hindia,betty,"Today I hope that we had more time
So I could hug you more
So I could kiss you more
Today I'm here learning to let go
Somehow I know that you'll be fine
Mmm","Cinta, Sedih"
288,Hindia,betty,"Oh
Tidurlah yang tenang
Aku beranjak
Oh
Semua makhluk berbahagia
Malaikat kecilku","Cinta, Sedih"
289,Hindia,betty,"Tidur yang tenang malaikatku
Jika
Bahagia
Yang kurasa
Hanya sementara
Akan
Kuhabiskan
Semua waktuku
Hanya bersamamu","Cinta, Sedih"
290,Hindia,a feeling,"Don't know what to do with this song
I just know that I got a feeling
A foreign city and I'm all alone
All I got is this certain feeling","Sedih, Takut"
291,Hindia,a feeling,"Did I take this away from home?
Don't know how to describe this feeling
Tried everything just to overcome
This exact particular feeling","Sedih, Takut"
292,Hindia,a feeling,"Somebody help
I think I might just drown
Deep inside, pull me out
I haven't got enough sleep
I guess, I found the key to my success
I confess that I'm rambling, a mess
This is me at my best","Sedih, Takut"
293,Hindia,a feeling,"I think this is me at my best
When I'm overwhelmed by a feeling
Then that's me at my best
I'm a big bowl of chaos
I choke the world when I cry
I think that's when I'm at my best (My best, my best, my best)","Sedih, Takut"
294,Hindia,a feeling,"Doves flying up in the air
Just a bit outside my reach
Sing for me your gift of freedom
Don't wanna be like this anymore (Anymore)
I guess I'm nothing at my best
I guess I'm nothing at my best",Sedih
295,Hindia,a feeling,"Cukupkanlah ikatanmu
Relakanlah yang tak seharusnya untukmu
Cukup sudah yang lalu-lalu
Kugunakan lukaku 'tuk menggenggam dunia","Sedih, Cinta"
296,Hindia,semua lagu cinta terdengar sama,"Di seluruh tempat di seluruh dunia
Dimanapun lagu cinta ini terputar
Aku bergeleng kecil dan tersenyum tipis
Andai lagu ini tertulis olehku","Cinta, Senang"
297,Hindia,semua lagu cinta terdengar sama,"Direkam yang manis diisi bombastis
Ditujukan secara spesifik untukmu
Tentang hal-hal yang hanya kita berdua tahu
Karena semua lagu cinta terdengar sama
Ha ha ha ha ha ha ha","Cinta, Senang"
298,Hindia,semua lagu cinta terdengar sama,"Semua membosankan semua menjemukan
Tak ada yang bisa gambarkan parasmu
Secara sempurna maka kan kucoba
Karena semua yang lain terdengar sama
Terdengar sama","Cinta, Senang"
299,Hindia,semua lagu cinta terdengar sama,"Di seluruh tempat di seluruh dunia
Di mana pun lagu cinta ini terputar
Ada film di kepalaku yang kuputar
Adegan romantis pemerannya kamu","Cinta, Senang"
300,Hindia,the world is ending all over again,"Matikan ponselmu
Berita selalu sama saja
Matikan hatimu
Tak perlu kau bela penguasa","Sedih, Marah"
301,Hindia,the world is ending all over again,"The world is ending all over again
Oh well I don't care pick me up at ten
Ku tak peduli
The world is ending all over again
The world is ending all over again
Oh well I don't care pick me up at ten","Sedih, Marah"
302,Hindia,the world is ending all over again,"Buang simpatimu
Kau pun sedang lewati bencana
Makin tak berdaya
Ah ah-ah-ah-ah-ah
Makin terbiasa","Sedih, Marah"
303,Hindia,the world is ending all over again,"Ku tak peduli
Right now I'm used to all this fading pain",Sedih
304,Hindia,letdown,"Dua dekade
Ratusan janji yang tak selesai
Taman bermain
Yang berkarat dan terbengkalai
Jadi saksi generasi yang dipaksa tumbuh dewasa
Direnggut masa mudanya
Dijajah pelayannya","Sedih, Marah"
305,Hindia,letdown,"Apakah kita memang terpaksa harus berdamai
Bahwa semua
Mimpi bersama takkan tercapai
Atau sebaliknya
Lihat pagar yang tak terbuka
Jadi bunga di tirai besi
Berjuang dan tak henti di sini","Sedih, Marah, Takut"
306,Hindia,letdown,"Oh
Pray that I still have it in me
Bunga di tirai besi mengakar berlipat kali
Oh
Pray that I still
Pray that I still have it in me","Sedih, Marah"
307,Hindia,letdown,"You and me both
We want the same thing
Riding on danger
Oh like it's nothing
We know it won't end well
We'll keep on singing
Keep holding on
Bring on the letdown","Sedih, Marah"
308,Hindia,letdown,"Ku tak terima
Jika kita yang harus mengalah
Beranjak pergi
Di tanah ibu aku terjajah
Atau sebaliknya
Tegap kencangkan kuda-kuda
Tuang semen di mata kaki
Berjuang dan tak henti di sini","Marah, Sedih"
309,Hindia,letdown,"You and me both (you and me both)
We want the same thing (we want the same thing)
Riding on danger
Oh like it's nothing (oh, like it's nothing)
We know it won't end well
We'll keep on singing
Keep holding on
Bring on the letdown","Marah, Sedih"
310,Hindia,letdown,"We get high from the letdown
We get high from the letdown
We get high from the letdown
We get high from the letdown","Marah, Sedih"
311,Hindia,anak itu belum pulang,"Suatu hari aku melihat
Payung hitam berbaris rapat
Di televisi suatu pagi
Sebelum gegas berangkat sekolah","Sedih, Takut"
312,Hindia,anak itu belum pulang,"Suatu hari aku tercekat
Pertama kali aku mengerti
Alasan hadir puluhan orang
Baju gelap nol titik terang","Sedih, Takut"
313,Hindia,anak itu belum pulang,"Suatu hari aku bertanya
Apa belum selesai juga
Di layar ponsel di kantin kampus
Mendekati hari ku lulus","Sedih, Marah"
314,Hindia,anak itu belum pulang,"Di hari ini aku bertanya
Apa rasanya bagi mereka
Mengirim surat untuk siapa
Domba mohon ke serigala","Sedih, Marah"
315,Hindia,anak itu belum pulang,"Anak itu belum pulang
Yang di seberang belum pulang
Anak itu belum pulang
Yang di seberang belum pulang",Sedih
316,Hindia,anak itu belum pulang,"Satu jamuan
Tanpa jawaban
Siapa yang dalam diam benar tahu
Siapa yang dalam hati berseteru
Siapa yang suatu hari kan mengaku","Sedih, Marah"
317,Hindia,anak itu belum pulang,"Aku bantu semampuku
Merawat cerita di dalam kepalaku
Kamu bantu semampumu
Menebar cerita jauh ke penjuru","Sedih, Cinta"
318,Hindia,harga satu pil,"Berapa harga satu pil
Berapa banyak yang kau dapat sebelum
Semua disita jadi barang bukti
Berapa harga tebusan
Berapa banyak dari kami yang enggan
Karena kau lakukan ini berulang kali","Marah, Sedih"
319,Hindia,harga satu pil,Lalu ku berkaca tanyakan pada diriku,Sedih
320,Hindia,harga satu pil,"Berapa harga empati
Berapa banyak dari kami yang sadar kau lakukan ini
Kar'na sesuatu
Di keluargamu di masa lalu
Aku tak tahu
Berapa harga empati
Berapa besar ruang hatiku yang sadar hidupmu
Tak seberuntung diriku
Semoga aku menapak tanah aku tak tahu","Sedih, Cinta"
321,Hindia,harga satu pil,"Berapa harga dua manusia
Berapa besar tekanan batin dari kedua belah pihak
Orang tua
Hmm
Berapa harga sila ketiga
Terakhir kudengar hanya berlaku tuk mereka yang
Tak menyukai sesama oh oh oh oh","Sedih, Marah"
322,Hindia,harga satu pil,"Berapa harga empati
Berapa banyak dari kami yang sadar kau lakukan ini
Dari dalam hati
Tak terbayangkan besar bebanmu aku tak tahu
Berapa harga empati (berapa harga empati)
Berapa besar ruang hatiku yang sadar hidupmu
Tak seberuntung diriku
Semoga aku menapak tanah aku tak tahu (aku tahu)","Sedih, Cinta"
323,Hindia,harga satu pil,"Aku tak tahu (aku tahu)
Aku tak tahu (aku tahu)
Aku tak tahu",Sedih
324,Hindia,harga satu pil,Semoga aku menapak tanah aku tak tahu,Sedih
325,Hindia,YAAYO,"Aku membenci
Aku menghakimi
Setengah mati
Tapi saat ini
Aku tak tahu
Apa kau mau bicara serius?
Tentang bagaimana instrumen negara bunuh anaknya","Marah, Sedih"
326,Hindia,YAAYO,"You just want some fries
Would you like some tea?
Give you ABC
You don't want none of my activist shit
So give me three minutes
I'm gonna crank you out another hit
'Cause last time I heard you just wanna dance","Marah, Senang"
327,Hindia,YAAYO,"With me
If you just wanna dance
With me
Ya, ayo
You just wanna dance
With me
If you just wanna dance
With me
Ya, ayo","Senang, Marah"
328,Hindia,YAAYO,"Jika kau ingin lupa sebentar keadaan yang sukar
Tanah air yang pudar, hukum yang kian memelar
Dance
With me
If you wanna dance
With me
If you wanna
Bounce","Sedih, Marah, Senang"
329,Hindia,YAAYO,"Blazing in the fray
Throw your hands away
Count me in
Ingin mati rasa
Apa kau bisa tetap berdansa jika terselip ku bicara tentang
Papua
Kanjuruhan","Sedih, Marah"
330,Hindia,YAAYO,"If you're not comfortable then just scroll up
If you're not comfortable then go fuck yourself
If you're not comfortable then you know you just wanna dance",Marah
331,Hindia,loved by You,"Mencintai itu susah
Gua lahir sendiri, ada ibu ada bapak yang mencintai
Tapi enggak selalu
Kadang satu ada yang enggak tahu ke mana, dua-duanya enggak tahu ke mana
Makin gede ada om gua
Terus ada tante gua yang ngurusin gue dari kecil
Tapi di minggu yang sama mereka pergi duluan
Dan akhirnya hilang lagi
Mencintai itu susah
Apalagi diri sendiri
Kalau gua enggak sayang sama diri gue sendiri
Gimana caranya orang lain bisa sayang?","Sedih, Cinta"
332,Hindia,loved by You,"It’s been a year since my last therapy
If I’m being honest I’ve been looking for signs to come back
It’s been three years since I moved closer to the city
If I’m being honest I’ve been looking for signs to go back","Sedih, Cinta"
333,Hindia,loved by You,"I’ve been so fast to judge that I’m sick
I’ve been so fast to judge that I’m hated
I’ve been thinking maybe your attention’s just a trick
Some twisted game that would come to bite me much later
Most days it seems impossible for me to get better
Most days it seems impossible for me to remember
That you would be there to catch me when I fall, that I have you that would answer when I call
Today I started to count all my blessings, today I realized that I’ve been","Sedih, Marah, Takut"
334,Hindia,No One Will Find Me,"I'm on the run again
Threats all around me
I’m on the run again
Aku bersaksi","Sedih, Takut, Marah"
335,Hindia,No One Will Find Me,"Atas padi milik rakyat di Wonogiri
My people our church under siege another city","Sedih, Marah"
336,Hindia,No One Will Find Me,"Mom's on the phone again
Dek jaga diri
Media interview again
Kristenisasi","Sedih, Takut"
337,Hindia,No One Will Find Me,"Stranger in my own land
Pariah for the Godsend
Taboo for my own fans
See me with your sixth sense","Sedih, Takut, Marah"
338,Hindia,No One Will Find Me,"Cause no one will find me
They can try rat me out and locate me
But no one will find me
Sniff me out where I lay GPS me
Yet no one will find me
Track me down Cerebro can’t afford me
But no one will find me
But no one will find","Sedih, Marah"
339,Hindia,No One Will Find Me,"Cause no one will find me
They can try rat me out and locate me
But no one will find me
Sniff me out where I lay GPS me
Yet no one will find me
I'm a ghost don't look at me
I am lost never find me
Yeah leave me here where I should be","Sedih, Marah"
340,Hindia,No One Will Find Me,"Back on the track again
No one will miss me
They'll heed my words again
Come close come for me","Sedih, Marah"
341,Hindia,No One Will Find Me,"Crown made out of thorns again
Body on the cross again
Dark Knight rises Mr. Wayne
Messiah Wordfangs born again","Sedih, Marah"
342,Hindia,No One Will Find Me,"Rodents on the run again
Well they better be
Fire in the booth amen
Gotta confess my sins","Sedih, Marah"
343,Hindia,No One Will Find Me,"When my deeds got done I know
Gotta reap what you sow
They'll be running back at me I know
By then I'll be long gone","Sedih, Marah"
344,Hindia,No One Will Find Me,"And no one will find me
They can try rat me out and locate me
But no one will find me
Sniff me out where I lay GPS me
Yet no one will find me
Track me down Cerebro can't afford me
But no one will find me
But no one will find me","Sedih, Marah"
